Popularity,Market Category,Market Category,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
586,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,High-Performance","Exotic,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Hatchback,Factory Tuner,Performance","Hatchback,Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Hatchback,Factory Tuner,Performance","Hatchback,Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Hatchback,Factory Tuner,Performance","Hatchback,Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Hatchback,Factory Tuner,Performance","Hatchback,Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,Factory Tuner,High-Performance","Exotic,Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,Factory Tuner,High-Performance","Exotic,Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,Factory Tuner,High-Performance","Exotic,Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,Factory Tuner,High-Performance","Exotic,Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,Factory Tuner,High-Performance","Exotic,Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,Factory Tuner,High-Performance","Exotic,Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
259,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1158,"Exotic,High-Performance","Exotic,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
258,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
258,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
258,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
258,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
258,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
258,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
258,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
258,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
258,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
